QUARTER,PROV,WAGE_BIN,EMPLOYMENT,WAGE_MID
2006Q2,59,43,139267,10.625
2006Q2,24,84,54556,20.875
2006Q2,12,47,44293,11.625
2006Q2,46,84,9672,20.875
2006Q2,35,116,57635,28.875
2006Q2,46,71,51140,17.625
2006Q2,48,148,4954,36.875
2006Q2,10,33,20374,8.125
2006Q2,59,115,19500,28.625
2006Q2,46,38,50795,9.375
2006Q2,10,44,5518,10.875
2006Q2,48,127,32682,31.625
2006Q2,59,66,106385,16.375
2006Q2,12,55,2118,13.625
2006Q2,48,94,118356,23.375
2006Q2,48,141,44120,35.125
2006Q2,48,43,115862,10.625
2006Q2,35,49,59975,12.125
2006Q2,35,109,19321,27.125
2006Q2,24,69,52870,17.125
2006Q2,35,150,116341,37.375
2006Q2,48,47,166361,11.625
2006Q2,12,33,25593,8.125
2006Q2,12,66,23919,16.375
2006Q2,35,53,64326,13.125
2006Q2,24,112,19717,27.875
2006Q2,47,45,10199,11.125
2006Q2,59,129,17532,32.125
2006Q2,47,150,7358,37.375
2006Q2,46,158,5690,39.375
2006Q2,35,17,1937,4.125
2006Q2,12,65,8545,16.125
2006Q2,35,63,72747,15.625
2006Q2,35,86,104311,21.375
2006Q2,12,80,23243,19.875
2006Q2,47,136,5290,33.875
2006Q2,24,126,30611,31.375
2006Q2,13,89,6960,22.125
2006Q2,48,58,15737,14.375
2006Q2,47,82,7429,20.375
2006Q2,47,149,3010,37.125
2006Q2,24,107,39229,26.625
2006Q2,48,117,98512,29.125
2006Q2,35,108,260395,26.875
2006Q2,24,130,18681,32.375
2006Q2,24,136,40708,33.875
2006Q2,24,68,116788,16.875
2006Q2,11,83,757,20.625
2006Q2,35,54,137493,13.375
2006Q2,47,141,18752,35.125
2006Q2,24,103,127808,25.625
2006Q2,46,89,17249,22.125
2006Q2,59,121,9113,30.125
2006Q2,35,140,35825,34.875
2006Q2,48,61,105736,15.125
2006Q2,11,43,5790,10.625
2006Q2,10,47,17728,11.625
2006Q2,47,40,15827,9.875
2006Q2,59,78,30137,19.375
2006Q2,35,151,37533,37.625
2006Q2,10,79,5220,19.625
2006Q2,35,131,120121,32.625
2006Q2,48,36,61205,8.875
2006Q2,11,88,1317,21.875
2006Q2,48,71,169958,17.625
2006Q2,10,35,4271,8.625
2006Q2,35,124,110260,30.875
2006Q2,48,80,78789,19.875
2006Q2,46,87,12706,21.625
2006Q2,46,36,42639,8.875
2006Q2,13,76,3006,18.875
2006Q2,13,111,3904,27.625
2006Q2,47,34,9552,8.375
2006Q2,24,120,51089,29.875
2006Q2,59,73,20095,18.125
2006Q2,12,32,22711,7.875
2006Q2,13,117,11996,29.125
2006Q2,59,103,98094,25.625
2006Q2,48,158,38283,39.375
2006Q2,10,116,1897,28.875
2006Q2,13,54,11813,13.375
2006Q2,35,83,78452,20.625
2006Q2,35,59,164665,14.625
2006Q2,59,45,69475,11.125
2006Q2,35,100,55301,24.875
2006Q2,47,50,12097,12.375
2006Q2,35,145,39673,36.125
2006Q2,48,85,95679,21.125
2006Q2,47,74,7198,18.375
2006Q2,24,66,197247,16.375
2006Q2,48,89,63843,22.125
2006Q2,35,149,45792,37.125
2006Q2,13,60,6634,14.875
2006Q2,13,36,18855,8.875
2006Q2,24,78,93480,19.375
2006Q2,12,105,2134,26.125
2006Q2,35,102,117662,25.375
2006Q2,24,101,40674,25.125
2006Q2,35,92,105433,22.875
2006Q2,24,49,24553,12.125
2006Q2,12,34,36832,8.375
2006Q2,35,65,85125,16.125
2006Q2,59,101,26204,25.125
2006Q2,13,32,10843,7.875
2006Q2,35,110,47651,27.375
2006Q2,11,80,2338,19.875
2006Q2,35,90,209101,22.375
2006Q2,10,109,412,27.125
2006Q2,46,106,8662,26.375
2006Q2,11,61,3471,15.125
2006Q2,35,44,88038,10.875
2006Q2,10,122,6587,30.375
2006Q2,59,87,32562,21.625
2006Q2,12,79,9871,19.625
2006Q2,35,130,39619,32.375
2006Q2,59,108,102621,26.875
2006Q2,46,79,13611,19.625
2006Q2,35,55,42490,13.625
2006Q2,46,59,25892,14.625
2006Q2,13,108,10014,26.875
2006Q2,10,40,9365,9.875
2006Q2,13,61,17313,15.125
2006Q2,46,62,8876,15.375
2006Q2,11,36,2679,8.875
2006Q2,59,36,8546,8.875
2006Q2,46,120,6573,29.875
2006Q2,59,98,12446,24.375
2006Q2,10,50,7233,12.375
2006Q2,35,78,123535,19.375
2006Q2,12,127,8777,31.625
2006Q2,13,85,13628,21.125
2006Q2,35,143,11468,35.625
2006Q2,48,53,12938,13.125
2006Q2,12,48,8417,11.875
2006Q2,10,117,8799,29.125
2006Q2,11,38,5236,9.375
2006Q2,24,131,66537,32.625
2006Q2,12,158,6332,39.375
2006Q2,12,54,11504,13.375
2006Q2,24,141,119926,35.125
2006Q2,10,66,8745,16.375
2006Q2,35,79,119837,19.625
2006Q2,24,144,49607,35.875
2006Q2,35,67,41827,16.625
2006Q2,10,129,2999,32.125
2006Q2,35,133,41199,33.125
2006Q2,12,108,13020,26.875
2006Q2,47,70,6100,17.375
2006Q2,59,122,80533,30.375
2006Q2,13,99,6165,24.625
2006Q2,48,70,15665,17.375
2006Q2,47,93,5286,23.125
2006Q2,59,99,84979,24.625
2006Q2,48,145,18544,36.125
2006Q2,59,75,115821,18.625
2006Q2,11,66,5345,16.375
2006Q2,24,83,64172,20.625
2006Q2,59,91,13345,22.625
2006Q2,47,78,16397,19.375
2006Q2,12,98,6056,24.375
2006Q2,11,77,730,19.125
2006Q2,24,93,59397,23.125
2006Q2,48,142,14272,35.375
2006Q2,47,117,19399,29.125
2006Q2,46,75,25301,18.625
2006Q2,10,53,5614,13.125
2006Q2,47,135,9798,33.625
2006Q2,46,43,39086,10.625
2006Q2,13,75,20544,18.625
2006Q2,59,109,7246,27.125
2006Q2,11,64,2235,15.875
2006Q2,13,47,44984,11.625
2006Q2,35,33,124989,8.125
2006Q2,24,104,41356,25.875
2006Q2,47,66,27702,16.375
2006Q2,10,55,3181,13.625
2006Q2,48,153,7759,38.125
2006Q2,24,115,37233,28.625
2006Q2,35,112,33588,27.875
2006Q2,12,39,8609,9.625
2006Q2,35,36,136464,8.875
2006Q2,35,156,52096,38.875
2006Q2,12,153,1282,38.125
2006Q2,13,84,4917,20.875
2006Q2,47,87,8600,21.625
2006Q2,35,62,68441,15.375
2006Q2,24,158,13241,39.375
2006Q2,10,43,9662,10.625
2006Q2,24,159,15321,39.625
2006Q2,35,152,31750,37.875
2006Q2,24,80,173418,19.875
2006Q2,12,123,3920,30.625
2006Q2,47,35,2958,8.625
2006Q2,35,77,88655,19.125
2006Q2,24,41,77590,10.125
2006Q2,48,137,5956,34.125
2006Q2,10,128,1047,31.875
2006Q2,24,127,57892,31.625
2006Q2,48,120,27647,29.875
2006Q2,47,59,14758,14.625
2006Q2,46,44,11796,10.875
2006Q2,47,123,3075,30.625
2006Q2,24,62,55794,15.375
2006Q2,59,77,16572,19.125
2006Q2,46,99,13606,24.625
2006Q2,10,126,1785,31.375
2006Q2,35,148,24323,36.875
2006Q2,24,137,16956,34.125
2006Q2,12,117,15240,29.125
2006Q2,46,52,32475,12.875
2006Q2,47,102,6640,25.375
2006Q2,12,44,11790,10.875
2006Q2,24,76,73945,18.875
2006Q2,59,153,12360,38.125
2006Q2,59,119,14529,29.625
2006Q2,24,129,46954,32.125
2006Q2,47,89,9441,22.125
2006Q2,59,126,9423,31.375
2006Q2,47,69,4905,17.125
2006Q2,35,88,93655,21.875
2006Q2,13,57,30960,14.125
2006Q2,35,74,58034,18.375
2006Q2,12,51,8150,12.625
2006Q2,48,75,92529,18.625
2006Q2,46,90,15780,22.375
2006Q2,24,58,35123,14.375
2006Q2,12,52,23397,12.875
2006Q2,35,73,73767,18.125
2006Q2,59,156,10253,38.875
2006Q2,24,110,33554,27.375
2006Q2,13,74,4963,18.375
2006Q2,47,140,4731,34.875
2006Q2,13,38,32553,9.375
2006Q2,24,124,53718,30.875
2006Q2,13,135,7505,33.625
2006Q2,35,95,89590,23.625
2006Q2,12,53,7953,13.125
2006Q2,24,39,76921,9.625
2006Q2,24,128,12585,31.875
2006Q2,24,67,46665,16.625
2006Q2,13,63,5481,15.625
2006Q2,24,40,128304,9.875
2006Q2,10,155,2711,38.625
2006Q2,47,25,370,6.125
2006Q2,46,111,4961,27.625
2006Q2,13,30,6991,7.375
2006Q2,11,93,875,23.125
2006Q2,35,38,424020,9.375
2006Q2,11,94,3134,23.375
2006Q2,48,78,34251,19.375
2006Q2,11,60,1936,14.875
2006Q2,47,47,45704,11.625
2006Q2,48,109,9882,27.125
2006Q2,35,138,32003,34.375
2006Q2,48,144,18263,35.875
2006Q2,47,62,5989,15.375
2006Q2,11,133,139,33.125
2006Q2,59,72,17936,17.875
2006Q2,24,146,19051,36.375
2006Q2,13,68,10208,16.875
2006Q2,13,34,11535,8.375
2006Q2,48,111,9527,27.625
2006Q2,12,68,16407,16.875
2006Q2,24,45,85769,11.125
2006Q2,10,68,5559,16.875
2006Q2,24,92,34747,22.875
2006Q2,24,33,21035,8.125
2006Q2,59,106,25010,26.375
2006Q2,48,138,10079,34.375
2006Q2,47,72,9720,17.875
2006Q2,46,148,1158,36.875
2006Q2,24,150,38446,37.375
2006Q2,11,148,87,36.875
2006Q2,59,158,29585,39.375
2006Q2,47,64,7376,15.875
2006Q2,48,45,45047,11.125
2006Q2,48,40,42475,9.875
2006Q2,12,92,8280,22.875
2006Q2,59,48,20419,11.875
2006Q2,35,155,71533,38.625
2006Q2,35,93,74883,23.125
2006Q2,46,129,3955,32.125
2006Q2,46,92,6830,22.875
2006Q2,48,150,27813,37.375
2006Q2,46,104,3948,25.875
2006Q2,35,154,46600,38.375
2006Q2,35,39,117041,9.625
2006Q2,13,134,1835,33.375
2006Q2,35,84,111507,20.875
2006Q2,12,113,11860,28.125
2006Q2,59,20,816,4.875
2006Q2,12,50,21244,12.375
2006Q2,48,81,42186,20.125
2006Q2,48,99,63542,24.625
2006Q2,48,76,21366,18.875
2006Q2,47,113,15004,28.125
2006Q2,35,41,91505,10.125
2006Q2,12,144,7101,35.875
2006Q2,12,102,10209,25.375
2006Q2,12,90,15400,22.375
2006Q2,13,90,10231,22.375
2006Q2,48,46,6958,11.375
2006Q2,59,30,2389,7.375
2006Q2,59,50,50070,12.375
2006Q2,59,105,9876,26.125
2006Q2,47,144,11361,35.875
2006Q2,35,24,9993,5.875
2006Q2,11,131,1337,32.625
2006Q2,59,152,11761,37.875
2006Q2,47,158,3793,39.375
2006Q2,59,159,22469,39.625
2006Q2,48,122,38661,30.375
2006Q2,12,43,40200,10.625
2006Q2,11,57,5675,14.125
2006Q2,47,98,2929,24.375
2006Q2,46,70,7975,17.375
2006Q2,10,31,20898,7.625
2006Q2,35,104,66288,25.875
2006Q2,46,58,9784,14.375
2006Q2,12,22,268,5.375
2006Q2,13,64,11247,15.875
2006Q2,47,71,34579,17.625
2006Q2,12,134,4432,33.375
2006Q2,24,122,83669,30.375
2006Q2,11,87,725,21.625
2006Q2,46,50,14744,12.375
2006Q2,59,148,3124,36.875
2006Q2,46,64,16719,15.875
2006Q2,46,53,11309,13.125
2006Q2,11,141,1092,35.125
2006Q2,59,97,17871,24.125
2006Q2,12,132,1944,32.875
2006Q2,24,50,71853,12.375
2006Q2,48,116,11956,28.875
2006Q2,12,40,20373,9.875
2006Q2,24,116,40783,28.875
2006Q2,12,61,24901,15.125
2006Q2,46,114,2471,28.375
2006Q2,11,34,5030,8.375
2006Q2,24,123,17237,30.625
2006Q2,12,31,7274,7.625
2006Q2,48,48,13633,11.875
2006Q2,47,75,27177,18.625
2006Q2,11,70,1028,17.375
2006Q2,10,61,9238,15.125
2006Q2,12,41,7384,10.125
2006Q2,59,93,24770,23.125
2006Q2,59,23,1577,5.625
2006Q2,11,90,2210,22.375
2006Q2,11,117,1999,29.125
2006Q2,12,111,4490,27.625
2006Q2,12,94,20957,23.375
2006Q2,47,36,38922,8.875
2006Q2,35,147,66902,36.625
2006Q2,47,41,8474,10.125
2006Q2,48,139,6592,34.625
2006Q2,59,149,10650,37.125
2006Q2,12,88,5699,21.875
2006Q2,13,96,5658,23.875
2006Q2,46,128,3225,31.875
2006Q2,11,59,3313,14.625
2006Q2,59,63,14226,15.625
2006Q2,47,156,1533,38.875
2006Q2,46,56,4653,13.875
2006Q2,35,132,48567,32.875
2006Q2,35,91,44199,22.625
2006Q2,48,102,41277,25.375
2006Q2,12,148,356,36.875
2006Q2,24,160,19264,39.875
2006Q2,48,86,24162,21.375
2006Q2,48,93,25429,23.125
2006Q2,13,103,8854,25.625
2006Q2,12,81,5117,20.125
2006Q2,24,113,131729,28.125
2006Q2,24,37,126108,9.125
2006Q2,35,25,3086,6.125
2006Q2,48,88,20881,21.875
2006Q2,13,50,18293,12.375
2006Q2,13,87,7353,21.625
2006Q2,48,39,17510,9.625
2006Q2,13,93,3752,23.125
2006Q2,47,63,6431,15.625
2006Q2,24,56,31124,13.875
2006Q2,35,58,46901,14.375
2006Q2,46,81,9887,20.125
2006Q2,46,45,14333,11.125
2006Q2,13,52,22595,12.875
2006Q2,46,96,8675,23.875
2006Q2,47,151,1105,37.625
2006Q2,46,73,10980,18.125
2006Q2,46,141,18512,35.125
2006Q2,24,138,9348,34.375
2006Q2,12,67,3712,16.625
2006Q2,10,86,4339,21.375
2006Q2,59,54,53023,13.375
2006Q2,13,80,12353,19.875
2006Q2,35,115,57657,28.625
2006Q2,35,134,46069,33.375
2006Q2,10,111,1649,27.625
2006Q2,35,157,17438,39.125
2006Q2,48,82,28324,20.375
2006Q2,35,146,39003,36.375
2006Q2,13,136,4453,33.875
2006Q2,24,134,45893,33.375
2006Q2,11,51,1267,12.625
2006Q2,46,67,8308,16.625
2006Q2,11,85,2710,21.125
2006Q2,13,115,2075,28.625
2006Q2,48,134,6640,33.375
2006Q2,11,54,1345,13.375
2006Q2,24,106,60954,26.375
2006Q2,35,42,25088,10.375
2006Q2,47,99,13595,24.625
2006Q2,46,33,6605,8.125
2006Q2,48,100,13111,24.875
2006Q2,12,122,6945,30.375
2006Q2,13,137,2678,34.125
2006Q2,12,74,5384,18.375
2006Q2,59,86,27726,21.375
2006Q2,46,115,6334,28.625
2006Q2,13,131,7253,32.625
2006Q2,24,147,34636,36.625
2006Q2,10,78,3886,19.375
2006Q2,46,77,10654,19.125
2006Q2,10,37,8495,9.125
2006Q2,11,132,1253,32.875
2006Q2,24,119,15854,29.625
2006Q2,24,46,34613,11.375
2006Q2,10,74,3269,18.375
2006Q2,13,77,3530,19.125
2006Q2,48,59,39976,14.625
2006Q2,47,154,2002,38.375
2006Q2,47,101,5162,25.125
2006Q2,13,56,4004,13.875
2006Q2,35,97,58469,24.125
2006Q2,48,119,10645,29.625
2006Q2,46,144,6576,35.875
2006Q2,13,88,2956,21.875
2006Q2,13,48,6250,11.875
2006Q2,48,34,6750,8.375
2006Q2,46,68,21566,16.875
2006Q2,13,41,5386,10.125
2006Q2,47,79,10901,19.625
2006Q2,12,85,15905,21.125
2006Q2,11,32,1696,7.875
2006Q2,59,114,16883,28.375
2006Q2,11,68,2708,16.875
2006Q2,12,143,1496,35.625
2006Q2,46,91,4371,22.625
2006Q2,48,140,18455,34.875
2006Q2,48,136,28201,33.875
2006Q2,11,135,817,33.625
2006Q2,13,67,6976,16.625
2006Q2,24,152,12901,37.875
2006Q2,48,98,22683,24.375
2006Q2,10,59,7382,14.625
2006Q2,46,82,10518,20.375
2006Q2,10,62,2139,15.375
2006Q2,46,46,10261,11.375
2006Q2,47,90,15439,22.375
2006Q2,12,73,3568,18.125
2006Q2,13,132,3411,32.875
2006Q2,11,147,640,36.625
2006Q2,46,66,34321,16.375
2006Q2,59,76,25605,18.875
2006Q2,47,100,3026,24.875
2006Q2,46,65,14497,16.125
2006Q2,46,151,1487,37.625
2006Q2,46,127,8636,31.625
2006Q2,46,69,7331,17.125
2006Q2,13,141,8090,35.125
2006Q2,47,130,3120,32.375
2006Q2,59,155,30469,38.625
2006Q2,47,51,3480,12.625
2006Q2,24,143,6209,35.625
2006Q2,24,20,549,4.875
2006Q2,46,113,17946,28.125
2006Q2,10,147,2251,36.625
2006Q2,24,95,46792,23.625
2006Q2,47,85,19936,21.125
2006Q2,59,136,32277,33.875
2006Q2,59,42,9202,10.375
2006Q2,59,128,11463,31.875
2006Q2,10,75,10565,18.625
2006Q2,10,20,649,4.875
2006Q2,48,131,47314,32.625
2006Q2,12,60,10637,14.875
2006Q2,10,94,7764,23.375
2006Q2,47,37,12033,9.125
2006Q2,11,49,565,12.125
2006Q2,24,156,11226,38.875
2006Q2,59,65,36982,16.125
2006Q2,12,64,6078,15.875
2006Q2,12,95,2092,23.625
2006Q2,46,102,8471,25.375
2006Q2,24,70,55783,17.375
2006Q2,12,38,30248,9.375
2006Q2,59,113,99109,28.125
2006Q2,47,109,981,27.125
2006Q2,48,118,8590,29.375
2006Q2,12,59,16715,14.625
2006Q2,24,42,38308,10.375
2006Q2,12,103,9495,25.625
2006Q2,59,142,15613,35.375
2006Q2,13,71,33592,17.625
2006Q2,24,48,33120,11.875
2006Q2,13,40,10792,9.875
2006Q2,12,128,2460,31.875
2006Q2,59,112,5876,27.875
2006Q2,35,98,67500,24.375
2006Q2,12,155,2323,38.625
2006Q2,46,60,8711,14.875
2006Q2,48,124,34450,30.875
2006Q2,46,112,2586,27.875
2006Q2,11,53,1225,13.125
2006Q2,46,85,22299,21.125
2006Q2,46,157,1664,39.125
2006Q2,12,147,3063,36.625
2006Q2,12,71,28274,17.625
2006Q2,48,44,18359,10.875
2006Q2,13,133,2265,33.125
2006Q2,13,53,9128,13.125
2006Q2,12,120,6126,29.875
2006Q2,12,110,3204,27.375
2006Q2,10,54,6978,13.375
2006Q2,48,97,15678,24.125
2006Q2,59,41,37096,10.125
2006Q2,59,151,6314,37.625
2006Q2,46,39,15814,9.625
2006Q2,35,142,57122,35.375
2006Q2,12,72,10788,17.875
2006Q2,59,132,10578,32.875
2006Q2,24,135,78706,33.625
2006Q2,10,32,11407,7.875
2006Q2,10,52,7287,12.875
2006Q2,48,104,13333,25.875
2006Q2,46,76,7019,18.875
2006Q2,24,55,40742,13.625
2006Q2,46,48,9955,11.875
2006Q2,47,77,8629,19.125
2006Q2,59,84,31808,20.875
2006Q2,48,77,22486,19.125
2006Q2,12,75,23725,18.625
2006Q2,11,120,809,29.875
2006Q2,11,71,4492,17.625
2006Q2,59,124,42167,30.875
2006Q2,47,83,5202,20.625
2006Q2,24,91,19657,22.625
2006Q2,46,135,10540,33.625
2006Q2,48,65,26745,16.125
2006Q2,10,124,2498,30.875
2006Q2,48,95,32694,23.625
2006Q2,47,125,3012,31.125
2006Q2,13,59,12764,14.625
2006Q2,46,88,8163,21.875
2006Q2,46,94,25295,23.375
2006Q2,59,46,13441,11.375
2006Q2,24,74,69038,18.375
2006Q2,10,84,1437,20.875
2006Q2,59,144,21116,35.875
2006Q2,10,36,7776,8.875
2006Q2,11,106,1074,26.375
2006Q2,35,51,49790,12.625
2006Q2,24,151,9991,37.625
2006Q2,47,103,12536,25.625
2006Q2,13,127,6070,31.625
2006Q2,24,24,5859,5.875
2006Q2,47,53,5414,13.125
2006Q2,47,110,3411,27.375
2006Q2,11,44,3889,10.875
2006Q2,46,74,3640,18.375
2006Q2,10,152,257,37.875
2006Q2,12,69,10105,17.125
2006Q2,24,140,28984,34.875
2006Q2,12,145,2334,36.125
2006Q2,48,64,31810,15.875
2006Q2,10,41,4955,10.125
2006Q2,48,73,24415,18.125
2006Q2,35,111,51964,27.625
2006Q2,24,99,92012,24.625
2006Q2,46,49,9437,12.125
2006Q2,59,125,9410,31.125
2006Q2,35,159,37298,39.625
2006Q2,46,86,11065,21.375
2006Q2,48,126,16452,31.375
2006Q2,10,100,889,24.875
2006Q2,24,87,55701,21.625
2006Q2,12,91,4500,22.625
2006Q2,59,143,3169,35.625
2006Q2,59,107,13264,26.625
2006Q2,11,33,3663,8.125
2006Q2,47,67,5957,16.625
2006Q2,24,35,27830,8.625
2006Q2,10,39,6917,9.625
2006Q2,46,149,2769,37.125
2006Q2,47,54,12508,13.375
2006Q2,12,78,9173,19.375
2006Q2,13,148,994,36.875
2006Q2,48,159,14526,39.625
2006Q2,24,125,17110,31.125
2006Q2,13,113,10777,28.125
2006Q2,11,50,2370,12.375
2006Q2,59,55,7917,13.625
2006Q2,35,31,17863,7.625
2006Q2,11,56,577,13.875
2006Q2,10,71,14396,17.625
2006Q2,10,104,1232,25.875
2006Q2,13,120,4322,29.875
2006Q2,48,60,18434,14.875
2006Q2,10,45,5943,11.125
2006Q2,59,135,50492,33.625
2006Q2,47,145,5266,36.125
2006Q2,24,102,58000,25.375
2006Q2,13,66,21332,16.375
2006Q2,59,70,10785,17.375
2006Q2,11,47,11326,11.625
2006Q2,35,137,33975,34.125
2006Q2,13,39,6600,9.625
2006Q2,48,87,44436,21.625
2006Q2,47,81,7325,20.125
2006Q2,48,114,12639,28.375
2006Q2,12,63,8191,15.625
2006Q2,59,79,27116,19.625
2006Q2,47,91,2985,22.625
2006Q2,46,35,6910,8.625
2006Q2,47,126,3491,31.375
2006Q2,13,35,4427,8.625
2006Q2,59,62,25077,15.375
2006Q2,48,106,24268,26.375
2006Q2,46,80,20099,19.875
2006Q2,47,56,3551,13.875
2006Q2,10,95,2002,23.625
2006Q2,11,73,661,18.125
2006Q2,35,128,29049,31.875
2006Q2,47,65,9321,16.125
2006Q2,12,99,10407,24.625
2006Q2,12,136,2526,33.875
2006Q2,10,90,2776,22.375
2006Q2,47,124,7749,30.875
2006Q2,47,95,10970,23.625
2006Q2,10,91,1397,22.625
2006Q2,10,156,1502,38.875
2006Q2,10,99,6456,24.625
2006Q2,13,139,1839,34.625
2006Q2,13,78,4217,19.375
2006Q2,48,51,10434,12.625
2006Q2,12,159,1529,39.625
2006Q2,10,72,6390,17.875
2006Q2,11,159,151,39.625
2006Q2,46,110,2766,27.375
2006Q2,46,95,4919,23.625
2006Q2,13,55,4077,13.625
2006Q2,48,83,18422,20.625
2006Q2,48,72,31694,17.875
2006Q2,59,120,31243,29.875
2006Q2,13,73,4224,18.125
2006Q2,12,107,1324,26.625
2006Q2,47,148,3319,36.875
2006Q2,10,80,7459,19.875
2006Q2,10,135,5063,33.625
2006Q2,35,56,47404,13.875
2006Q2,11,150,988,37.375
2006Q2,48,105,11993,26.125
2006Q2,13,58,4619,14.375
2006Q2,46,125,3702,31.125
2006Q2,13,159,1207,39.625
2006Q2,59,53,18989,13.125
2006Q2,11,140,741,34.875
2006Q2,59,67,13772,16.625
2006Q2,48,123,8744,30.625
2006Q2,11,41,1834,10.125
2006Q2,10,110,806,27.375
2006Q2,46,142,4489,35.375
2006Q2,11,127,426,31.625
2006Q2,46,150,4475,37.375
2006Q2,10,18,441,4.375
2006Q2,12,97,4950,24.125
2006Q2,48,129,18034,32.125
2006Q2,35,160,33882,39.875
2006Q2,11,108,1578,26.875
2006Q2,35,21,4079,5.125
2006Q2,46,41,8322,10.125
2006Q2,24,111,39543,27.625
2006Q2,13,144,2467,35.875
2006Q2,11,122,476,30.375
2006Q2,48,41,8945,10.125
2006Q2,11,138,181,34.375
2006Q2,10,38,20106,9.375
2006Q2,13,95,5342,23.625
2006Q2,59,116,10464,28.875
2006Q2,12,83,5080,20.625
2006Q2,12,124,4518,30.875
2006Q2,46,103,17160,25.625
2006Q2,48,37,12909,9.125
2006Q2,10,108,3141,26.875
2006Q2,10,136,3845,33.875
2006Q2,11,40,3158,9.875
2006Q2,46,123,2946,30.625
2006Q2,13,102,7378,25.375
2006Q2,24,118,16889,29.375
2006Q2,10,133,3891,33.125
2006Q2,47,106,6090,26.375
2006Q2,11,103,1359,25.625
2006Q2,10,65,5384,16.125
2006Q2,10,121,1078,30.125
2006Q2,47,115,4634,28.625
2006Q2,35,121,38701,30.125
2006Q2,10,48,3419,11.875
2006Q2,13,72,9786,17.875
2006Q2,46,100,6790,24.875
2006Q2,47,127,5494,31.625
2006Q2,35,60,57392,14.875
2006Q2,59,104,15128,25.875
2006Q2,11,67,1033,16.625
2006Q2,59,160,8784,39.875
2006Q2,24,114,35347,28.375
2006Q2,47,96,6680,23.875
2006Q2,24,149,23285,37.125
2006Q2,48,55,9379,13.625
2006Q2,35,139,26287,34.625
2006Q2,10,27,1248,6.625
2006Q2,47,86,5287,21.375
2006Q2,11,111,579,27.625
2006Q2,47,44,6306,10.875
2006Q2,13,49,3736,12.125
2006Q2,10,30,6041,7.375
2006Q2,24,133,16941,33.125
2006Q2,47,68,15941,16.875
2006Q2,46,97,4473,24.125
2006Q2,24,81,51573,20.125
2006Q2,12,138,1286,34.375
2006Q2,12,149,2899,37.125
2006Q2,59,118,12628,29.375
2006Q2,48,151,6267,37.625
2006Q2,46,93,6660,23.125
2006Q2,47,31,1336,7.625
2006Q2,59,96,21989,23.875
2006Q2,59,92,25344,22.875
2006Q2,46,37,10277,9.125
2006Q2,11,137,286,34.125
2006Q2,46,131,9785,32.625
2006Q2,10,92,2662,22.875
2006Q2,24,153,12316,38.125
2006Q2,46,55,5985,13.625
2006Q2,59,58,14546,14.375
2006Q2,10,98,1784,24.375
2006Q2,47,49,6608,12.125
2006Q2,47,48,6888,11.875
2006Q2,11,63,1627,15.625
2006Q2,46,156,6675,38.875
2006Q2,48,152,7768,37.875
2006Q2,11,37,1818,9.125
2006Q2,47,131,6938,32.625
2006Q2,24,155,31624,38.625
2006Q2,35,114,25953,28.375
2006Q2,46,146,4793,36.375
2006Q2,11,160,45,39.875
2006Q2,48,112,10117,27.875
2006Q2,48,157,6219,39.125
2006Q2,47,122,8246,30.375
2006Q2,46,101,8441,25.125
2006Q2,13,45,11857,11.125
2006Q2,10,64,5024,15.875
2006Q2,46,147,4507,36.625
2006Q2,47,80,21762,19.875
2006Q2,46,153,3696,38.125
2006Q2,47,73,9737,18.125
2006Q2,11,113,2367,28.125
2006Q2,35,29,7044,7.125
2006Q2,10,120,1736,29.875
2006Q2,13,65,9109,16.125
2006Q2,11,104,444,25.875
2006Q2,47,60,10265,14.875
2006Q2,10,101,3731,25.125
2006Q2,11,158,438,39.375
2006Q2,10,107,1464,26.625
2006Q2,13,69,6492,17.125
2006Q2,47,116,4975,28.875
2006Q2,11,145,76,36.125
2006Q2,47,129,1869,32.125
2006Q2,48,160,6702,39.875
2006Q2,10,143,1221,35.625
2006Q2,13,140,4692,34.875
2006Q2,12,135,7552,33.625
2006Q2,13,129,2832,32.125
2006Q2,10,140,2513,34.875
2006Q2,12,96,4446,23.875
2006Q2,10,58,2988,14.375
2006Q2,12,150,4418,37.375
2006Q2,47,133,2359,33.125
2006Q2,48,63,10345,15.625
2006Q2,47,153,3807,38.125
2006Q2,10,150,2799,37.375
2006Q2,48,96,13818,23.875
2006Q2,13,86,3546,21.375
2006Q2,13,114,2694,28.375
2006Q2,48,69,9423,17.125
2006Q2,10,142,2821,35.375
2006Q2,46,32,939,7.875
2006Q2,47,107,1741,26.625
2006Q2,24,34,11182,8.375
2006Q2,59,33,11750,8.125
2006Q2,48,130,18712,32.375
2006Q2,12,29,2698,7.125
2006Q2,10,148,759,36.875
2006Q2,12,104,3896,25.875
2006Q2,47,146,3333,36.375
2006Q2,10,113,4330,28.125
2006Q2,48,92,13690,22.875
2006Q2,12,49,3178,12.125
2006Q2,10,89,6044,22.125
2006Q2,13,81,3747,20.125
2006Q2,12,58,5336,14.375
2006Q2,12,115,1715,28.625
2006Q2,12,42,4643,10.375
2006Q2,13,23,742,5.625
2006Q2,10,26,256,6.375
2006Q2,11,112,327,27.875
2006Q2,13,29,2667,7.125
2006Q2,13,158,2860,39.375
2006Q2,47,105,4090,26.125
2006Q2,11,52,4988,12.875
2006Q2,47,84,8350,20.875
